Date,ADANIENT.NS,ADANIPORTS.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BHARTIARTL.NS,BPCL.NS,BRITANNIA.NS,CIPLA.NS,COALINDIA.NS,DIVISLAB.NS,DRREDDY.NS,EICHERMOT.NS,GRASIM.NS,HCLTECH.NS,HDFCBANK.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LT.NS,M&M.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SBIN.NS,SHREECEM.NS,SUNPHARMA.NS,TATACONSUM.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,ULTRACEMCO.NS,UPL.NS,WIPRO.NS
2017-12-26,87.5602951049805,386.259765625,1078.83288574219,552.006713867188,2702.23559570313,538.507507324219,174.28532409668,466.504089355469,155.162719726563,2099.4833984375,576.96630859375,129.921310424805,1028.24194335938,447.177795410156,2829.18481445313,1089.21850585938,351.213073730469,435.920471191406,2861.82055664063,254.860687255859,1187.40600585938,305.595306396484,1586.27038574219,416.067840576172,184.940658569336,244.081726074219,202.192169189453,1126.43395996094,689.128479003906,8987.6572265625,352.620635986328,107.239044189453,121.127349853516,74.0916442871094,410.721496582031,292.639587402344,17196.98046875,501.340881347656,286.4072265625,55.239315032959,1085.3486328125,373.409332275391,831.053894042969,4187.76708984375,451.600555419922,103.654945373535
2017-12-27,89.0357284545898,385.925628662109,1077.2392578125,551.60888671875,2678.21313476563,530.808898925781,172.47868347168,459.372711181641,153.579132080078,2094.8603515625,577.815185546875,129.330184936523,1062.13562011719,454.756103515625,2823.52709960938,1084.08410644531,349.315612792969,433.213989257813,2841.44775390625,252.10954284668,1191.23742675781,300.456420898438,1573.78393554688,415.525421142578,183.540344238281,242.301803588867,201.754425048828,1115.92114257813,693.960815429688,8955.2509765625,348.659118652344,106.668151855469,120.439460754395,73.6341857910156,408.049072265625,290.517333984375,17402.701171875,533.757141113281,286.032745361328,55.3770942687988,1073.24353027344,380.674743652344,825.463684082031,4127.31982421875,454.547607421875,104.921112060547
2017-12-28,88.6601638793945,380.67431640625,1072.88024902344,543.900695800781,2643.00146484375,528.760925292969,170.939880371094,456.537322998047,151.506057739258,2064.28979492188,571.590454101563,129.625747680664,1053.43762207031,460.383026123047,2790.02734375,1073.67260742188,347.200744628906,438.183685302734,2788.92114257813,261.121917724609,1193.04309082031,302.857757568359,1573.16442871094,415.123718261719,183.330322265625,247.641586303711,199.90412902832,1111.39636230469,696.9345703125,8941.4150390625,348.318969726563,105.856887817383,120.689590454102,72.8839263916016,408.247802734375,284.565765380859,17423.103515625,526.440307617188,287.015655517578,56.3568878173828,1076.13146972656,376.171661376953,828.039978027344,4126.11328125,468.638061523438,105.400215148926
2017-12-29,89.2503204345703,387.310028076172,1086.0986328125,560.908508300781,2673.841796875,521.251708984375,171.090805053711,455.076690673828,149.058700561523,2083.40185546875,573.901184082031,129.527206420898,1038.40539550781,457.389526367188,2837.57397460938,1108.42529296875,352.023498535156,436.865447998047,2840.322265625,259.509155273438,1204.80200195313,301.609008789063,1571.68713378906,418.659240722656,184.310516357422,246.272430419922,200.98844909668,1116.27575683594,698.003295898438,9034.5966796875,354.530487060547,106.367706298828,122.065315246582,73.3230972290039,406.856384277344,285.949859619141,17518.330078125,528.987487792969,296.189727783203,56.0621795654297,1106.54772949219,381.469329833984,834.31103515625,4168.71142578125,468.269592285156,107.539009094238
2018-01-01,89.0893783569336,381.581298828125,1072.17724609375,562.450073242188,2638.26904296875,515.416687011719,168.066757202148,453.573089599609,146.438598632813,2096.2314453125,576.730651855469,131.349792480469,1039.06713867188,455.485534667969,2795.70361328125,1087.69738769531,347.358764648438,432.688995361328,2813.27099609375,257.232330322266,1184.23522949219,298.055023193359,1547.80981445313,415.244232177734,183.645355224609,242.621231079102,198.949127197266,1118.44970703125,692.009399414063,8962.4931640625,354.18359375,106.097274780273,120.283142089844,73.2681884765625,401.864807128906,283.366271972656,17377.357421875,531.673095703125,292.913208007813,55.2814178466797,1083.77172851563,380.750366210938,828.769226074219,4106.4306640625,464.002624511719,108.32608795166
2018-01-02,87.9358673095703,379.433013916016,1071.33349609375,556.482482910156,2642.68090820313,508.365875244141,167.969375610352,443.821136474609,143.904846191406,2059.86572265625,573.240905761719,133.024627685547,1021.90789794922,456.442260742188,2681.32495117188,1083.51379394531,352.932708740234,436.853759765625,2809.33056640625,257.943908691406,1179.03820800781,297.478698730469,1566.96862792969,413.697418212891,182.560195922852,241.480194091797,199.595733642578,1108.73510742188,699.676147460938,8871.6318359375,354.199371337891,107.509483337402,123.097152709961,73.4694900512695,402.483215332031,279.813812255859,17446.4609375,529.913513183594,291.274993896484,55.8248863220215,1077.87231445313,388.961791992188,821.672058105469,4102.81201171875,474.869750976563,109.061836242676
2018-01-03,94.5350723266602,389.219604492188,1070.53625488281,557.427368164063,2599.60864257813,508.201507568359,167.058746337891,445.238830566406,142.493988037109,2070.88208007813,572.2978515625,133.911270141602,1039.39819335938,443.142333984375,2694.81079101563,1071.77111816406,354.711639404297,432.257385253906,2817.84790039063,262.307769775391,1189.38793945313,302.569549560547,1553.91027832031,410.322570800781,182.840240478516,245.268356323242,198.978988647461,1131.40209960938,701.534790039063,8744,354.043975830078,106.397727966309,120.971000671387,73.7988662719727,404.095550537109,279.444702148438,17542.61328125,527.042175292969,291.321899414063,56.2573699951172,1080.92443847656,393.124206542969,832.512268066406,4150.71630859375,476.312530517578,106.067497253418
2018-01-04,98.344367980957,391.320159912109,1098.80212402344,556.880310058594,2618.37719726563,504.524108886719,170.827865600586,449.362945556641,141.515060424805,2046.7490234375,581.682067871094,136.842208862305,1046.15795898438,456.745422363281,2672.0283203125,1112.75158691406,353.05126953125,433.948944091797,2805.61645507813,265.438354492188,1191.06140136719,302.281402587891,1569.49475097656,407.952178955078,183.120269775391,252.981491088867,199.038635253906,1167.24365234375,702.556945800781,8715.8173828125,354.456146240234,106.427764892578,124.754280090332,73.3230972290039,406.525085449219,284.658111572266,17425.142578125,538.295471191406,292.304809570313,58.193977355957,1088.482421875,395.470275878906,868.095581054688,4192.73583984375,479.904205322266,106.649269104004
2018-01-05,103.629104614258,404.639495849609,1111.17736816406,560.212280273438,2630.72973632813,510.966949462891,176.720184326172,463.969451904297,140.420928955078,2054.5791015625,580.173034667969,137.310211181641,1047.19799804688,468.605499267578,2734.33862304688,1154.49304199219,355.798645019531,434.812194824219,2809.931640625,262.212860107422,1194.84887695313,300.552398681641,1618.67822265625,406.586181640625,184.065444946289,260.238189697266,199.565887451172,1166.53393554688,702.882141113281,8760.0185546875,353.893096923828,106.668151855469,124.097694396973,73.6524658203125,407.828186035156,282.674255371094,18380.943359375,536.0263671875,292.960083007813,58.9938926696777,1101.63208007813,397.665069580078,884.428771972656,4241.26708984375,475.330230712891,105.930625915527
2018-01-08,105.399620056152,403.780151367188,1108.13000488281,562.400451660156,2627.44067382813,520.33984375,178.896896362305,443.649291992188,143.15625,2076.54467773438,580.078735351563,141.595764160156,1055.28112792969,469.211761474609,2730.63525390625,1143.84375,355.976531982422,434.112243652344,2841.52294921875,261.975738525391,1205.28637695313,301.753112792969,1639.36218261719,416.248687744141,185.955841064453,261.059692382813,200.172714233398,1187.24926757813,706.181274414063,8774.0400390625,357.694702148438,106.75830078125,123.441055297852,73.3962936401367,410.169342041016,282.166717529297,18778.18359375,547.927612304688,297.313049316406,58.8446235656738,1111.95544433594,405.876403808594,900.373291015625,4269.7294921875,481.561920166016,106.478164672852
2018-01-09,105.104537963867,402.0615234375,1118.48962402344,562.251159667969,2601.57373046875,513.876953125,177.207122802734,438.021545410156,142.839508056641,2053.62817382813,580.597473144531,149.772766113281,1029.84924316406,465.64990234375,2674.47900390625,1176.64709472656,353.347808837891,434.835540771484,2813.53344726563,257.564392089844,1199.03283691406,300.264282226563,1644.27099609375,418.378021240234,189.421493530273,259.234130859375,200.89892578125,1182.36975097656,708.550964355469,8713.3095703125,350.402221679688,106.187408447266,123.190963745117,73.5609741210938,415.646789550781,280.782653808594,18832.21875,543.204223632813,295.159942626953,59.1163635253906,1109.74328613281,404.022216796875,907.033081054688,4271.22607421875,485.399139404297,108.548522949219
2018-01-10,106.660446166992,404.305267333984,1103.81774902344,559.7646484375,2572.61840820313,518.177307128906,175.522216796875,435.100219726563,142.321243286133,2068.13891601563,584.511535644531,151.866302490234,1020.39526367188,459.587280273438,2627.7685546875,1174.74548339844,362.044525146484,434.952270507813,2804.11596679688,255.002944946289,1202.99609375,299.687927246094,1652.89709472656,422.757263183594,188.616333007813,258.138763427734,199.406723022461,1174.38537597656,706.134765625,8706.16015625,353.438140869141,104.534797668457,123.753761291504,73.1400985717773,416.265228271484,277.829956054688,18901.71484375,541.907531738281,294.036560058594,59.1584587097168,1149.72509765625,410.265899658203,892.109313964844,4248.40673828125,478.185119628906,111.799499511719
2018-01-11,108.216361999512,406.262573242188,1114.64587402344,555.736511230469,2561.38916015625,512.880432128906,173.394180297852,442.274566650391,141.774185180664,2088.84350585938,577.532165527344,151.767822265625,1041.43078613281,459.502075195313,2660.23999023438,1182.82751464844,362.459686279297,436.900421142578,2780.66674804688,254.006866455078,1214.31469726563,297.28662109375,1620.67993164063,432.218872070313,188.896392822266,257.910583496094,202.470703125,1174.20788574219,712.454162597656,8672.6845703125,354.68359375,104.264358520508,123.753761291504,72.4081497192383,414.233306884766,278.844940185547,18934.958984375,544.547119140625,293.287689208984,59.0130233764648,1143.1298828125,417.531341552734,881.706604003906,4251.205078125,482.69775390625,109.883140563965
2018-01-12,107.277458190918,404.162048339844,1115.34912109375,552.106201171875,2546.91162109375,504.000915527344,172.395889282227,437.806732177734,141.054382324219,2082.9814453125,577.296447753906,152.211074829102,1034.10363769531,463.726959228516,2679.4169921875,1161.57653808594,366.017456054688,435.208892822266,2766.93432617188,255.050430297852,1210.21875,305.163055419922,1625.39831542969,433.283416748047,187.321075439453,261.789947509766,203.604766845703,1179.17602539063,713.244018554688,8783.5107421875,350.852691650391,103.663421630859,125.535934448242,71.8591995239258,419.202728271484,278.891082763672,18291.583984375,540.37939453125,304.942474365234,58.9594345092773,1137.33349609375,416.812316894531,878.692687988281,4250.6259765625,476.036285400391,109.096061706543
2018-01-15,106.338539123535,401.584136962891,1128.80236816406,557.52685546875,2539.41162109375,499.321899414063,169.284194946289,433.467742919922,140.276977539063,2088.091796875,575.551696777344,150.684066772461,1019.49688720703,460.714569091797,2616.92016601563,1181.73413085938,359.435577392578,442.780029296875,2722.99951171875,253.010787963867,1204.22924804688,316.305236816406,1603.61828613281,434.368225097656,187.356094360352,260.146942138672,206.589157104492,1176.33728027344,705.53076171875,8690.0029296875,349.442810058594,103.933837890625,122.940788269043,72.9388198852539,419.268920898438,279.214050292969,18494.34375,533.896118164063,302.368103027344,59.9736709594727,1124.94140625,411.514617919922,892.741394042969,4361.24560546875,475.422302246094,107.795654296875
2018-01-16,104.407066345215,404.400756835938,1114.45849609375,560.162475585938,2534.63916015625,493.985198974609,164.336608886719,427.238525390625,138.045562744141,2069.28930664063,567.204895019531,143.640014648438,1033.11108398438,467.714996337891,2608.47485351563,1168.56518554688,375.247985839844,443.339996337891,2690.95776367188,247.176406860352,1217.26538085938,320.915893554688,1586.65161132813,451.121856689453,183.225296020508,256.678344726563,205.574462890625,1176.55895996094,693.914428710938,8656.203125,350.192810058594,104.114120483398,123.31600189209,71.8043060302734,407.695617675781,273.262542724609,18516.39453125,535.0537109375,296.189727783203,58.6149864196777,1167.85266113281,422.034301757813,864.692810058594,4385.31884765625,470.817565917969,113.596099853516
2018-01-17,109.745452880859,413.805450439453,1119.14599609375,582.0439453125,2561.990234375,494.792449951172,165.685485839844,429.515411376953,138.160751342773,2101.34130859375,572.627868652344,143.319808959961,1047.10339355469,472.101013183594,2639.4921875,1186.63098144531,376.671112060547,441.088470458984,2676.51293945313,249.263519287109,1207.75244140625,329.704772949219,1579.83654785156,462.873443603516,186.270874023438,260.192535400391,204.350845336914,1200.6455078125,692.659729003906,8648.6357421875,349.620697021484,104.71508026123,122.377990722656,72.2434692382813,408.380310058594,283.366271972656,18391.125,540.657165527344,293.521728515625,59.2464866638184,1183.46008300781,419.953125,868.289916992188,4384.49853515625,479.351623535156,111.457298278809
2018-01-18,104.755798339844,397.430816650391,1113.98974609375,581.646118164063,2567.64526367188,490.576995849609,161.741088867188,425.305267333984,135.396667480469,2049.00439453125,569.326965332031,139.428359985352,1030.88928222656,466.350891113281,2614.38549804688,1157.72570800781,377.224426269531,451.307800292969,2696.3984375,240.867767333984,1195.201171875,332.490356445313,1601.42578125,463.114501953125,191.416900634766,255.400344848633,208.210693359375,1207.25476074219,705.577270507813,8699.5224609375,348.463134765625,103.453086853027,121.377502441406,72.0970687866211,406.260009765625,279.813812255859,17873.59375,534.127624511719,285.939086914063,57.5433464050293,1195.44226074219,418.250213623047,861.241333007813,4253.66552734375,491.477447509766,111.337516784668
2018-01-19,107.14331817627,413.853179931641,1115.53662109375,587.066650390625,2575.0244140625,495.604675292969,165.753692626953,427.797027587891,137.426513671875,2072.43017578125,568.478210449219,139.896286010742,1038.35803222656,471.816802978516,2619.53442382813,1163.38317871094,378.825500488281,455.484222412109,2693.69677734375,244.75732421875,1200.04553222656,339.646362304688,1605.14306640625,459.398223876953,192.222015380859,257.499786376953,211.00602722168,1216.703125,711.29248046875,8657.9677734375,345.960998535156,103.813636779785,121.127349853516,71.7677001953125,411.384063720703,285.35009765625,17808.5859375,529.867309570313,288.653900146484,57.6390228271484,1212.27917480469,418.439483642578,866.685852050781,4148.83544921875,492.61328125,112.569480895996
2018-01-22,106.714096069336,418.245239257813,1102.50524902344,608.251770019531,2626.4384765625,503.417846679688,166.187088012695,421.610778808594,135.079956054688,2082.5615234375,566.969116210938,140.413497924805,1019.02423095703,472.991424560547,2585.89868164063,1178.35876464844,382.007690429688,458.085723876953,2703.60205078125,242.00617980957,1193.57165527344,337.629241943359,1604.38061523438,462.029815673828,191.591934204102,254.350646972656,213.701919555664,1241.01147460938,705.902465820313,8645.1064453125,345.346130371094,103.603332519531,125.504661560059,71.4749221801758,429.141723632813,282.812652587891,17929.62109375,533.618286132813,289.121978759766,57.5777854919434,1279.66186523438,431.002471923828,884.477416992188,4177.7802734375,499.520355224609,110.037124633789
2018-01-23,109.664970397949,418.579376220703,1096.78662109375,616.755615234375,2643.64331054688,499.745452880859,166.415939331055,422.813629150391,138.535049438477,2095.43530273438,586.963684082031,144.378921508789,1041.24157714844,477.509948730469,2531.79052734375,1163.24072265625,393.4716796875,455.274230957031,2723.89990234375,251.350601196289,1205.2421875,348.003051757813,1642.65063476563,472.917572021484,193.657318115234,268.40771484375,213.97053527832,1251.5244140625,714.684448242188,8722.4580078125,342.314666748047,103.78360748291,129.663146972656,71.6762161254883,434.33203125,293.516143798828,17844.8203125,536.581909179688,287.577362060547,59.6866340637207,1273.74890136719,445.192687988281,880.539916992188,4220.9091796875,495.621673583984,107.881210327148
2018-01-24,110.255157470703,428.461456298828,1079.11450195313,604.671203613281,2680.21850585938,499.730529785156,169.381576538086,394.803619384766,138.347900390625,2087.82592773438,583.143981933594,145.093170166016,1042.70703125,484.898864746094,2469.39184570313,1141.03881835938,402.603363037109,456.755828857422,2735.53076171875,245.421401977539,1203.08410644531,338.829925537109,1636.88391113281,476.413055419922,197.052947998047,263.478668212891,214.895690917969,1243.09631347656,701.999389648438,8761.0390625,342.008422851563,104.564849853516,131.851806640625,71.7128067016602,426.866790771484,304.404235839844,17692.150390625,543.25048828125,284.815765380859,58.3355979919434,1303.56030273438,456.469146728516,862.26220703125,4132.43212890625,506.059020996094,107.436340332031
2018-01-25,115.030197143555,416.765289306641,1078.55200195313,612.777282714844,2656.27563476563,491.618377685547,166.57177734375,388.961059570313,138.391082763672,2046.39477539063,586.067749023438,147.482238769531,1059.15759277344,475.113342285156,2480.1796875,1134.33532714844,399.085144042969,460.792205810547,2679.77734375,245.658599853516,1209.11779785156,346.562225341797,1649.17993164063,472.234588623047,196.912933349609,265.441162109375,217.332962036133,1256.66979980469,704.229736328125,8615.4853515625,337.407318115234,103.332901000977,130.382293701172,71.1089553833008,426.667999267578,288.948699951172,17621.5703125,537.045166015625,284.815765380859,58.8752479553223,1281.57153320313,452.912109375,859.539978027344,4206.67822265625,472.106872558594,106.751922607422
